Time,X1,Y1,Z1,Rx1,Ry1,Rz1,j10,j11,j12,j13,j14,j15
11.4,2010.12711342,569.870014928,1305.72446808,-121.615171071,89.8686148527,58.4008843357,-107.330505557,44.0000670738,-59.0129406885,-74.9745147704,81.2299002639,29.7058693176
11.5,1979.38912552,573.116104866,1325.5146392,-10.2948068804,89.7523765753,169.578128589,-104.411417227,41.4474960255,-57.4335611612,-78.0188112336,82.1607117944,31.7288173424
11.6,2031.63590519,610.170267172,1364.06111697,-11.8260772709,88.792160635,167.665909512,-108.069851201,41.9810449745,-48.715854748,-77.3972023058,77.6095637579,39.8457193596
11.7,2132.37168576,650.151905623,1454.00674597,-15.2588331113,89.7086567899,164.663294603,-114.726447811,42.9518483704,-32.8538068404,-76.2661719494,69.3286553668,54.6145911883
11.8,2146.99233005,636.814683098,1465.98995615,177.20404389,89.7331906047,-2.89987523162,-116.236997407,41.565631932,-32.2207251353,-75.1059319513,68.2755110206,54.8568862418
11.9,2165.84185089,510.789177714,1474.13906848,173.885275237,88.6544300464,-6.52541289434,-123.006452248,29.8890459983,-39.4734226114,-66.8329782834,66.3654195275,45.3674653407
12.0,2145.48348298,359.488885993,1465.42141358,169.781511528,89.8128867357,-10.2586166807,-130.847207485,16.3645814032,-47.873896071,-57.2507879399,64.1530464144,34.3762956842
12.1,2141.96158934,350.832841648,1452.68010989,71.7622819704,89.9291379507,-108.195174373,-131.219743121,16.7013764444,-50.1062598728,-56.0670165478,64.9580210464,32.2171761627
12.2,2120.43760949,361.354536338,1311.2182544,72.9913333342,89.7024585649,-103.847364659,-128.70121558,33.6973435804,-71.0899597231,-49.7340901048,77.4253511083,14.6019241986
12.3,2107.85127552,358.177836211,1270.18165024,-2.51691340424,89.7020339938,-177.479443238,-127.917907715,38.9833984375,-77.6162719727,-47.7644348145,81.3029174805,9.12326049805
12.4,2101.29181932,358.177843505,1317.95103538,-2.51785875987,89.702028336,-177.480401648,-127.254577637,31.6832885742,-71.5501098633,-49.2814941406,77.4151611328,13.8656311035
12.5,2084.95469115,358.177955165,1436.92392868,-2.51723539384,89.702026151,-177.479774729,-125.550506592,14.8376464844,-53.9813537598,-55.4358520508,67.2450561523,28.9508972168
12.6,2078.07957636,358.177844157,1486.99279549,-2.52066488178,89.7020335028,-177.483221388,-124.810882568,8.85705566406,-46.1022949219,-59.1753540039,63.3831481934,36.5305480957
12.7,2073.23900519,369.110819727,1488.2568163,-129.335038357,89.3375729925,58.7691865492,-123.818178801,9.20210286032,-45.9679711783,-56.8800080594,62.6717077748,35.0894319172
12.8,1984.13774452,491.872459547,1496.25241846,-152.408413092,83.8593167251,73.1822815069,-111.648358988,13.580786031,-44.5210185386,-28.5923943918,54.028453334,17.1926934575
12.9,1859.89136787,575.218578129,1491.7682291,-158.182255752,87.1759065422,100.693193221,-100.022707595,17.763678209,-43.1387657829,-1.5696495773,45.7716784125,0.0962001975203
13.0,1800.05109859,605.332563309,1489.27392672,57.2061523077,89.7466950314,-32.6579748135,-94.7300936367,20.1309609989,-41.9282780215,7.27955199875,42.0210814081,-5.19639249359
13.1,1669.38670952,713.63718314,1512.94479408,109.603917206,88.7865109473,20.6262026982,-82.443584795,30.9553938658,-32.4288215092,-11.9191191628,33.4100997001,11.1827583477
13.2,1577.57185057,751.354889708,1521.08024097,39.0572035245,89.5026970004,-47.2051104503,-75.6973876953,36.8988037109,-27.2129211426,-22.4606018066,28.6820373535,20.1761169434
13.3,1566.61581009,788.870909987,1480.79321445,38.9176978077,89.5000351087,-47.3558096604,-75.5920904369,43.9562632803,-27.9763262664,-22.166715771,29.4248157089,19.7784034511
13.4,1552.09020925,836.603207391,1411.21269035,38.9187190833,89.499737067,-47.3559562103,-75.4332945811,54.5994210233,-29.1275962206,-21.7235144456,30.5449790955,19.1786228369
13.5,1542.65655327,865.709228166,1350.17369371,39.0556998277,89.5026779851,-47.2066036414,-75.3082275391,62.9819335938,-30.0343322754,-21.3744506836,31.4272155762,18.706237793
13.6,1553.5730227,844.246194432,1315.62204919,85.5711095948,70.4957967842,-1.66193732817,-75.5573977723,62.2302262191,-35.9590452597,-20.4723744218,36.2122930837,35.9016010971
13.7,1585.1466397,767.648078678,1235.44023052,85.6342690309,18.7454933381,-1.20997844302,-76.22891295,60.2043706232,-51.9261800219,-18.0412738308,49.1081038366,82.2432017602
13.8,1597.07541479,733.794547252,1212.82719016,84.9625590163,-0.013085102331,-0.297687294645,-76.4732971191,59.367980957,-57.6708374023,-17.1708374023,53.7379760742,99.1325073242
13.9,1597.07540176,733.794652605,1277.97065889,84.9625764857,-0.0130707039597,-0.297697652887,-76.4732971191,52.7990112305,-52.685546875,-18.3884277344,48.9902648926,101.080810547
14.0,1597.07541488,733.794585408,1386.26313622,84.9625568336,-0.0130852972202,-0.297694441805,-76.4732971191,43.1505737305,-42.7437744141,-21.9042053223,39.649597168,105.977142334
14.1,1593.80806783,734.773991103,1398.57925151,85.0684678362,4.5085724204,-0.716894626312,-76.2230572002,42.3657322682,-41.3581687223,-22.9230866261,38.5640215168,102.538303346
14.2,1569.6377156,740.990334836,1379.14307274,84.8633427409,37.691855177,-3.75020472567,-74.3861159632,45.249849224,-42.2268040453,-25.2299882864,40.812712327,70.64378883
14.3,1506.54695777,748.885067669,1325.61933388,-86.1066933335,56.525846283,-178.518538937,-69.6429813388,52.6968784034,-44.4696924911,-31.1865997006,46.6190184986,-11.7104928841
14.4,1441.7657934,744.106368439,1265.03023464,-89.348996226,-32.5800157024,176.061984447,-64.6729108706,60.5002115855,-46.8198922031,-37.428205901,52.7031280841,-98.0050250657
14.5,1408.71186282,736.032057757,1230.96947387,-90.891061457,-79.8543599884,176.110274687,-62.0242531061,64.658776168,-48.072364327,-40.7544924861,55.9454813256,-143.993242769
14.6,1403.9116829,735.365867854,1228.21190522,-96.3445724011,-87.3723050704,-178.514104105,-61.6698087553,65.1198642285,-48.0217102843,-41.182594239,56.2197713551,-151.25790092
14.7,1434.03680504,752.357720397,1289.97466989,-90.4112184501,-52.6644173214,177.803593082,-64.4998113595,59.4263888898,-43.8236282266,-37.4055142764,50.6641541477,-116.671838773
14.8,1508.35702288,765.455392551,1418.50019613,-90.1738651494,23.5350145672,-178.490528117,-70.5476378953,47.2592088371,-34.8521622533,-29.3337462885,38.7915823274,-42.7600677678
14.9,1550.52732158,759.524903968,1482.37809488,-89.7699373122,64.3168722075,-176.715985563,-73.7066798567,40.9037632715,-30.1659766794,-25.1175119726,32.5900234123,-4.15274583695
15.0,1586.3234647,748.686891336,1520.47416092,54.8812093829,89.488965683,-31.6984736023,-76.3059874948,36.3626263674,-27.6834671214,-21.5096150316,29.1085736307,19.3647922582
15.1,1643.56069293,726.573419489,1515.67933494,103.424882171,88.9941739771,15.0679341891,-80.4533468656,32.7087964908,-30.8900460195,-15.0290280907,32.0152443652,13.8359454878
15.2,1805.21514468,598.713453243,1487.74813453,12.7947772305,89.7452447051,-76.9971977906,-95.3554752835,19.5799988225,-42.4117990798,8.25676177757,42.4593792184,-6.0300890675
15.3,1838.61944216,584.415726396,1490.03782017,-157.531239736,88.3363530566,106.089458701,-98.2217898423,18.4116457532,-42.9246424239,2.61641615203,44.4926298639,-2.55220006747
